#
# Copyright (c) 2006 Vanderbilt University, ISIS
#
#file	weapon	shockwave_start	shockwave_end	muzzleblast_start	mic_shooter_dist(m)
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_076_s2_3.wav	other_m16	10066	10298	42880	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_077_s1_0.wav	other_m16	9982	10216	33916	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_077_s1_1.wav	other_m16	10192	10426	34164	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_077_s1_2.wav	other_m16	9906	10136	34002	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_077_s1_3.wav	other_m16	10044	10276	34072	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_077_s2_0.wav	other_m16	-2	-2	9984	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_077_s2_1.wav	other_m16	-2	-2	9864	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_077_s2_2.wav	other_m16	-2	-2	10042	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_077_s2_3.wav	other_m16	-2	-2	10168	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_078_s1_0.wav	other_m16	9988	10184	54308	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_078_s1_1.wav	other_m16	10158	10356	54556	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_078_s1_2.wav	other_m16	9854	10050	54396	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_078_s1_3.wav	other_m16	9994	10192	54468	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_078_s2_0.wav	other_m16	9988	10176	67354	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_078_s2_1.wav	other_m16	9690	9878	67236	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_078_s2_2.wav	other_m16	9718	9908	67414	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_078_s2_3.wav	other_m16	10024	10212	67536	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_079_s1_0.wav	other_m16	9988	10180	53818	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_079_s1_1.wav	other_m16	10158	10354	54064	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_079_s1_2.wav	other_m16	9852	10046	53902	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_079_s1_3.wav	other_m16	9996	10192	53972	39.92327366
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_079_s2_0.wav	other_m16	9988	10178	66618	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_079_s2_1.wav	other_m16	9690	9882	66798	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_079_s2_2.wav	other_m16	9722	9912	66916	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_079_s2_3.wav	other_m16	10026	10218	66736	33.28605797
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_080_s2_0.wav	m16	9988	10188	81942	48.60198242
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_080_s2_1.wav	m16	10284	10488	82048	48.60198242
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_080_s2_2.wav	m16	10328	10534	82230	48.60198242
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_080_s2_3.wav	m16	10034	10240	82128	48.60198242
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_081_s1_0.wav	m16	9988	10190	70334	55.32875651
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_081_s1_1.wav	m16	9898	10102	70476	55.32875651
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_081_s1_2.wav	m16	10190	10392	70568	55.32875651
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_081_s1_3.wav	m16	10030	10234	70504	55.32875651
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_081_s2_0.wav	m16	9988	10182	83844	48.60198242
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_081_s2_1.wav	m16	10284	10482	83952	48.60198242
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_081_s2_2.wav	m16	10326	10526	84134	48.60198242
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_081_s2_3.wav	m16	10030	10230	84030	48.60198242
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_082_s1_0.wav	ak47	9342	9602	58856	55.32875651
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_082_s1_1.wav	ak47	9622	9876	58952	55.32875651
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_082_s1_2.wav	ak47	9470	9732	58884	55.32875651
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_082_s1_3.wav	ak47	9408	9666	58718	55.32875651
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_082_s2_0.wav	ak47	9990	10246	69292	48.60198242
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_082_s2_1.wav	ak47	10276	10534	69398	48.60198242
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_082_s2_2.wav	ak47	10338	10598	69582	48.60198242
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_082_s2_3.wav	ak47	10052	10312	69476	48.60198242
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_083_s1_0.wav	ak47	9988	10240	59408	55.32875651
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_083_s1_1.wav	ak47	9918	10174	59540	55.32875651
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_083_s1_2.wav	ak47	10200	10448	59642	55.32875651
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_083_s1_3.wav	ak47	10044	10298	59574	55.32875651
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_083_s2_0.wav	ak47	9988	10248	69352	48.60198242
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_083_s2_1.wav	ak47	10274	10536	69466	48.60198242
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_083_s2_2.wav	ak47	10338	10602	69650	48.60198242
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy2\recording_083_s2_3.wav	ak47	10054	10318	69536	48.60198242
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_004_s0_1.wav	n/a	4989	5207	43260	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_004_s0_2.wav	n/a	5256	5472	43333	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_004_s0_3.wav	n/a	5074	5292	43445	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_004_s0_4.wav	n/a	5344	5563	43524	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_006_s0_1.wav	n/a	4991	5208	42876	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_006_s0_2.wav	n/a	5253	5473	42953	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_006_s0_3.wav	n/a	5077	5297	43060	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_006_s0_4.wav	n/a	5346	5567	43141	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_007_s0_1.wav	n/a	4992	5204	41713	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_007_s0_2.wav	n/a	5252	5466	41788	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_007_s0_3.wav	n/a	5080	5295	41897	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_007_s0_4.wav	n/a	5345	5562	41978	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_008_s0_1.wav	n/a	4992	5187	49835	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_008_s0_2.wav	n/a	5192	5388	49778	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_008_s0_3.wav	n/a	5132	5329	50025	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_008_s0_4.wav	n/a	5337	5535	49968	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_010_s0_1.wav	n/a	4992	5182	61153	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_010_s0_2.wav	n/a	5115	5305	60999	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_010_s0_3.wav	n/a	5165	5355	61330	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_010_s0_4.wav	n/a	5294	5485	61166	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_011_s0_1.wav	n/a	4992	5185	61528	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_011_s0_2.wav	n/a	5121	5312	61373	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_011_s0_3.wav	n/a	5163	5356	61689	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_011_s0_4.wav	n/a	5296	5490	61537	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_012_s0_1.wav	n/a	4992	5213	38908	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_012_s0_2.wav	n/a	5251	5476	38998	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_012_s0_3.wav	n/a	5078	5305	39087	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_012_s0_4.wav	n/a	5347	5570	39181	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_013_s0_1.wav	n/a	4992	5200	45053	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_013_s0_2.wav	n/a	5253	5461	45119	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_013_s0_3.wav	n/a	5079	5290	45241	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_013_s0_4.wav	n/a	5344	5556	45308	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_015_s0_1.wav	n/a	4994	5151	61909	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_015_s0_2.wav	n/a	5245	5405	61915	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_015_s0_3.wav	n/a	5081	5242	62100	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_015_s0_4.wav	n/a	5337	5499	62110	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_016_s0_1.wav	n/a	4995	5185	61808	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_016_s0_2.wav	n/a	4716	4879	61776	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_016_s0_3.wav	n/a	5066	5232	61997	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_016_s0_4.wav	n/a	4787	4951	61969	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_017_s0_1.wav	n/a	4992	5180	53192	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_017_s0_2.wav	n/a	4717	4904	53133	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_017_s0_3.wav	n/a	5064	5258	53378	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_017_s0_4.wav	n/a	4789	4976	53325	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_020_s0_1.wav	n/a	4993	5262	37810	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_020_s0_2.wav	n/a	5244	5515	37871	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_020_s0_3.wav	n/a	5093	5365	37995	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_020_s0_4.wav	n/a	5350	5622	38057	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_021_s0_1.wav	n/a	4995	5190	53445	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_021_s0_2.wav	n/a	5240	5441	53456	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_021_s0_3.wav	n/a	5096	5294	53636	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_021_s0_4.wav	n/a	5350	5549	53648	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_022_s0_1.wav	n/a	4993	5197	52673	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_022_s0_2.wav	n/a	4730	4932	52643	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_022_s0_3.wav	n/a	5085	5292	52858	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_022_s0_4.wav	n/a	4819	5022	52835	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_023_s0_1.wav	n/a	4992	5254	39906	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_023_s0_2.wav	n/a	4728	4988	39823	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_023_s0_3.wav	n/a	5081	5344	40088	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_023_s0_4.wav	n/a	4816	5076	40009	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_001_s1_1.wav	n/a	4992	5163	73408	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_001_s1_2.wav	n/a	5250	5416	73873	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_001_s1_3.wav	n/a	4770	4927	73671	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_002_s1_1.wav	n/a	4994	5165	7003	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_002_s1_2.wav	n/a	5208	5383	69119	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_002_s1_3.wav	n/a	5494	5669	68875	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_003_s1_1.wav	n/a	4994	5173	68116	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_003_s1_2.wav	n/a	5215	5395	68590	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_003_s1_3.wav	n/a	5490	5676	68351	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_004_s1_1.wav	n/a	4994	5168	69078	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_004_s1_2.wav	n/a	5256	5431	69548	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_004_s1_3.wav	n/a	5484	5663	69241	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_005_s1_1.wav	n/a	4994	5173	68350	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_005_s1_2.wav	n/a	5260	5442	68818	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_005_s1_3.wav	n/a	5473	5658	68520	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_006_s1_1.wav	n/a	4993	5161	70285	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_006_s1_2.wav	n/a	5289	5459	69953	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_006_s1_3.wav	n/a	5476	5647	0	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_007_s1_1.wav	n/a	4995	5162	71492	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_007_s1_2.wav	n/a	5284	5454	71955	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_007_s1_3.wav	n/a	5477	5648	71622	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_008_s1_1.wav	n/a	4994	5180	68575	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_008_s1_2.wav	n/a	5161	5345	69044	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_008_s1_3.wav	n/a	4670	4849	68722	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_008_s1_4.wav	n/a	4893	5124	68755	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_009_s1_1.wav	n/a	4993	5176	69039	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_009_s1_2.wav	n/a	5164	5345	69501	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_009_s1_3.wav	n/a	4673	4850	69187	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_009_s1_4.wav	n/a	4895	5126	69234	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_010_s1_1.wav	n/a	4994	5154	76923	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_010_s1_2.wav	n/a	5313	5479	77369	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_010_s1_3.wav	n/a	5452	5620	76989	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\PoliceAcademy3\recording_010_s1_4.wav	n/a	5269	5442	77076	0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_002_1.wav	n/a	4983	5175	50271	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_002_2.wav	n/a	4708	4892	50217	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_002_3.wav	n/a	4771	4955	50405	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_002_4.wav	n/a	5052	5237	50458	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_005_1.wav	n/a	4991	5168	49860	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_005_2.wav	n/a	4715	4890	49816	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_005_3.wav	n/a	5059	5236	50049	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_005_4.wav	n/a	4784	4958	50003	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_007_1.wav	n/a	4991	5172	50450	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_007_2.wav	n/a	4715	4892	50401	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_007_3.wav	n/a	5060	5239	50638	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_007_4.wav	n/a	4783	4961	50591	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_008_1.wav	n/a	4990	5171	50087	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_008_2.wav	n/a	4715	4893	50037	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_008_3.wav	n/a	5057	5237	50275	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_008_4.wav	n/a	4780	4960	50225	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_009_1.wav	n/a	4979	5239	19106	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_009_2.wav	n/a	5225	5477	19228	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_009_3.wav	n/a	5086	5345	19277	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_009_4.wav	n/a	5332	5585	19403	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_010_1.wav	n/a	4989	5215	50980	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_010_2.wav	n/a	4770	4952	51037	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_010_3.wav	n/a	5118	5302	51167	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_010_4.wav	n/a	4895	5079	51224	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_011_1.wav	n/a	4990	5149	54085	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_011_2.wav	n/a	5260	5419	54098	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_011_3.wav	n/a	5064	5220	54275	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_011_4.wav	n/a	5334	5489	54287	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_012_1.wav	n/a	4981	5208	29620	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_012_2.wav	n/a	5164	5389	29593	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_012_3.wav	n/a	5133	5362	29812	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_012_4.wav	n/a	5315	5535	29782	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_013_1.wav	n/a	4993	5158	62402	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_013_2.wav	n/a	4825	4934	62323	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_013_3.wav	n/a	5034	5196	62586	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_013_4.wav	n/a	4870	4981	62507	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_014_1.wav	n/a	4983	5204	40244	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_014_2.wav	n/a	4696	4918	40111	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_014_3.wav	n/a	5029	5252	40414	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_014_4.wav	n/a	4740	4964	40281	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_015_1.wav	n/a	4990	5203	43996	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_015_2.wav	n/a	5245	5459	44021	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_015_3.wav	n/a	5084	5294	44183	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_015_4.wav	n/a	5342	5551	44211	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_016_1.wav	n/a	4991	5207	43512	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_016_2.wav	n/a	5246	5465	43545	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_016_3.wav	n/a	5082	5299	43702	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_016_4.wav	n/a	5340	5555	43734	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_017_1.wav	n/a	4987	5236	48789	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_017_2.wav	n/a	5099	5346	48653	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_017_3.wav	n/a	5164	5409	48958	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_017_4.wav	n/a	5276	5517	48823	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_030_1.wav	n/a	4987	5235	41972	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_030_2.wav	n/a	4722	4964	41895	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_030_3.wav	n/a	4942	5188	42118	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_030_4.wav	n/a	4840	5076	41886	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_036_1.wav	n/a	4986	5248	41844	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_036_2.wav	n/a	4728	4987	41772	0.0
